"面积","房型","装修","租金压付","租金","楼层","所属区域","所在小区","朝向","租赁方式","类型","位置","标题"
"65平米","1室1厅1卫","简单装修","半年付不押","1500元/月","10/30","未央","世融嘉轩","朝北","整租","普通住宅","凤城五路","世融嘉轩 1室1厅 65平"
"180平米","4室2厅3卫","简单装修","面议","4500元/月","8/12","雁塔","碧水西岸南湖1号","南北","整租","普通住宅","南湖","地铁口 南湖畔 南湖一号 4室 可办公 可居住 精装空房"
"44平米","1室1厅1卫","精装修","半年付","2100元/月","9/34","莲湖","西市佳园","西南","整租","普通住宅","丰庆公园","大.唐西市 西市佳园 精装一室一厅 家具家电齐全 拎包入住"
"86平米","2室2厅1卫","精装修","付3押1","2400元/月","2/22","雁塔","华城国际","朝南","整租","普通住宅","电视塔","电视塔华城国际精装两室全配"
"86平米","2室1厅1卫","简单装修","半年付押1","1900元/月","6/31","雁塔","南方星座","西北","整租","普通住宅","明德门","朱雀大街，多套办公房86平130平办公房 看房方便"
"35平米","3室1厅2卫","精装修","付1押1","1200元/月","25/37","雁塔","长丰园小区","朝南","合租","普通住宅","电视塔","电视塔会展中心 华城万象 主卧独卫 双气全通采光好 拎包入住"
"96平米","2室1厅1卫","简单装修","付3押1","2500元/月","25/26","雁塔","金泰假日花城","南北","整租","普通住宅","电子城","金泰假日花城 两居室 南北通透 家电齐全"
"89平米","2室2厅1卫","精装修","付3押1","2600元/月","8/33","未央","保利拉菲公馆","东南","整租","普通住宅","北苑","运动公园地铁口 品质小区 两室精装修全配出租"
"109平米","3室2厅2卫","精装修","半年付押1","3200元/月","2/26","雁塔","金泰假日花城","南北","整租","普通住宅","电子城","电子城金泰三室全新装修  办公居家均可 看房随时"
"55平米","1室1厅1卫","精装修","付3押1","1600元/月","10/30","雁塔",,"朝南","整租","普通住宅","明德门","电视塔 蓝山公馆 一室一厅全配 地铁口20米 暖气"
"33平米","1室1卫","简单装修","半年付押1","1300元/月","11/28","雁塔","高科新花园","朝西","整租","普通住宅","科技路","高科新花园 全配1室 看房有钥匙 高新医院 软件园附近"
"80平米","2室2厅2卫","精装修","面议","2300元/月","11/32","雁塔","高新枫林华府","南北","整租","普通住宅","大寨路","高档小区 大寨路 科技路西口 东方米兰 旭景碧泽园 枫林华府"
"100平米","2室2厅1卫","精装修","半年付","2000元/月","17/33","雁塔","铭城","东南","整租","普通住宅","大寨路","铭城国际社区 精装两室 精装修 带家具家电 朝东南 随时看房"
"30平米","1室1卫","精装修","半年付押1","1200元/月","3/5","莲湖","万福大厦","朝西","整租","普通住宅","西关正街","西关正街 精装一室开间全配 拎包入住 有双气 周边配套齐全"
"119平米","3室2厅2卫","精装修","半年付","2500元/月","4/6","长安","紫薇田园都市A区天山雪莲","南北","整租","普通住宅","祝村中学","紫薇田园都市 三室全配房 南北通透 靠近门口 急租"
"83平米","2室2厅1卫","精装修","半年付押1","3000元/月","1/18","雁塔","中海凯旋门","朝南","整租","普通住宅","曲江城市运动公园","中海派 精装一室全配  拎包入住  业主诚心出租 随时看房"
"56平米","1室1厅1卫","精装修","半年付","1400元/月","9/33","雁塔","金地西沣公元","朝东","整租","普通住宅","西沣路","高新CBD万科海亮旁金地西沣公元 一室精装全配 1400"
"129平米","5室2厅2卫","豪华装修","半年付","10000元/月","28/34","雁塔","龙湖紫都城","南北","整租","普通住宅","曲江大道","曲江龙湖紫都城 4+1 豪华装修 功能齐全 只为享受生活的您"
"108平米","3室2厅2卫","精装修","半年付","3000元/月","15/31","雁塔","融侨城二期","朝南","整租","普通住宅","大寨路","大寨路融侨城 108平精装三室 可办公可住家 交通便利"
"45平米","1室1卫","简单装修","半年付","1400元/月","17/32","未央","凤城三号","朝南","整租","普通住宅","凤城五路","凤城三号 凤城三路 图书馆 一室简装全配 拎包入住 电梯房"
"155平米","4室2厅2卫","精装修","半年付","4500元/月","4/32","雁塔","金辉世界城C区","南北","整租","普通住宅","金滹沱","金辉世界城c区！交大附小旁！价格便宜！出行方便！"
"89平米","2室2厅2卫","精装修","面议","3100元/月","10/25","莲湖","西市佳园","朝南","整租","普通住宅","丰庆公园","西市佳园 精装全配两室  朝南 采光无遮挡"
"129平米","3室2厅2卫","精装修","半年付","3500元/月","12/26","雁塔","华城国际","南北","整租","普通住宅","电视塔","新房出租，装修温馨，配置全齐，适合两口之家和情侣居住"
"30平米","3室2厅2卫","精装修","付1押1","850元/月","13/25","雁塔","汇鑫花园","朝南","合租","普通住宅","光华路","《可月付》《免物业》《首月房租减800》汇鑫花园 拎包入住"
"47平米","1室1卫","精装修","半年付","1500元/月","5/22","碑林","骊马豪城","朝西","整租","普通住宅","南稍门","玛雅 南稍门地铁口 骊马豪城 一室开间 全配出租 有钥匙"
"141平米","3室2厅2卫","毛坯","半年付","5000元/月","12/26","雁塔","金地湖城大境天锦","南北","整租","普通住宅","南湖","境商速递 金地8号地豪装三室空房 中央空调 带车位"
"79平米","2室2厅1卫","精装修","半年付","2300元/月","15/30","雁塔","新栋","朝东","整租","普通住宅","大寨路","丈八北路地铁口  新栋 两室两厅一卫 精装全配 欢迎您随时看"
"1000平米","9室5厅5卫","精装修","半年付","70000元/月","26/30","雁塔",,"南北","整租","其他","雁翔路","雁翔广场 旺座曲江写字楼 1000平 可以分隔 每平方70元"
"76平米","2室1厅1卫","精装修","半年付","1899元/月","15/32","雁塔","都市印象SOLO街区","朝南","整租","普通住宅","科技路","雁塔 科技路 科技路,近丈八北路都市印象SOLO街区...."
"120平米","3室2厅2卫","精装修","面议","3000元/月","12/26","雁塔","昆明花园","朝南","整租","普通住宅","大寨路","昆明路5号线，昆明花园，品质小区，环境好，适合居住"
"320平米","5室2厅3卫","豪华装修","半年付","8000元/月","28/28","雁塔","皇家公馆","南北","整租","普通住宅","小寨","小寨西路东方大酒店对面 公馆5室精装复式跃层320平米"
"95平米","2室2厅1卫","精装修","面议","3500元/月","11/18","雁塔","逸翠园(公寓)","朝南","整租","普通住宅","中兴产业园","逸翠园 装修好价位低 随时看 拎包入住！只此一套便宜两室！"
"86平米","3室2厅1卫","精装修","付3押1","2400元/月","10/32","长安","万科城一期","南北","整租","普通住宅","郭杜","陕师大 万科城 铂琅峯  精装3室 家电家具齐全"
"90平米","3室1厅1卫","精装修","面议","2100元/月","5/7","雁塔","太白小区","南北","整租","普通住宅","科技路","太白南路地铁口 太白小区 太白庭院 太白花园 太白新苑"
"100平米","3室2厅2卫","精装修","半年付押1","2100元/月","19/32","未央","公安厅住宅小区","南北","整租","普通住宅","方新村","文景路，公安厅小区三室全配，双气，安保好绿化好，交通便利"
"50平米","1室1卫","精装修","面议","2100元/月","20/31","雁塔","易道郡玫瑰公馆","朝东","整租","普通住宅","鱼化寨","高新区丈八北路 科技三路 玫瑰公馆精装全配 有钥匙"
"180平米","4室2厅2卫","简单装修","面议","3899元/月","9/30","雁塔","光电园小区","朝南","整租","普通住宅","科技路","办公出租 西安软件园附近 光电园 180平空房三室 急租"
"50平米","1室1厅1卫","精装修","付3押1","1099元/月","17/34","雁塔","茶张馨苑","朝南","整租","普通住宅","鱼化寨","可月付可短租科技六路丈八五路软件园《茶张馨苑》精装齐全拎包住"
"55平米","1室1厅1卫","精装修","半年付","1800元/月","12/29","未央","盛龙广场A区","朝南","整租","普通住宅","方新村","未央路盛龙广场一室精装修全配，房子干净装修漂亮地理位置好"
"80平米","2室2厅1卫","简单装修","付3押1","2300元/月","2/6","雁塔","紫薇田园都市B区","南北","整租","普通住宅","中兴产业园","紫薇田园都市，中心花园，两室精装，好房诚心出租"
"85平米","2室2厅1卫","毛坯","半年付","1600元/月","33/33","莲湖","尚品馨园","西南","整租","普通住宅","土门","莲湖区 昆明路 尚品馨苑 精装修两室 靠近土门 仅租1600"
"88平米","2室2厅1卫","精装修","付3押1","1800元/月","33/33","雁塔","宏府麒麟山","朝南","整租","普通住宅","大寨路","全配便宜大寨路 宏府麒麟山 两室精装 原房照片 随时看房"
"30平米","1室1厅1卫","精装修","付3押1","1400元/月","15/32","雁塔","锦业时代","朝西","整租","普通住宅","锦业路","高新区锦业路 精装全配 大开间  随时入住"
"49平米","1室1厅1卫","精装修","半年付押1","1800元/月","23/26","雁塔","龙城铭园","朝北","整租","普通住宅","鱼化寨","龙城铭园 一室精装 家具电器全配 集中供暖拎包入住紧邻软件园"
"89平米","2室2厅1卫","精装修","半年付","1600元/月","12/12","灞桥","荣德棕榈湾","朝东","整租","普通住宅","长乐坡","2室2厅1卫1阳台1600元/月,封闭小区,随时入住"
"135平米","3室2厅2卫","豪华装修","半年付","3300元/月","14/30","未央","高山流水幸福快车","南北","整租","普通住宅","张家堡","高山流水幸福快车大3室豪华装修，拎包入住，看房有钥匙"
"41平米","1室1厅1卫","精装修","半年付不押","1400元/月","13/32","灞桥","龙湖香醍国际","朝北","整租","普通住宅","长乐坡","龙湖香醍国际社区 1室1厅 41平"
"100平米","2室2厅1卫","精装修","半年付","2600元/月","12/30","未央","新一代北城国际","朝南","整租","普通住宅","方新村","龙首地铁口 北城国际 2室豪装温馨小家 白菜价位期待有缘人"
"80平米","2室2厅1卫","精装修","付3押1","1800元/月","25/32","雁塔","莱安逸珲","朝南","整租","普通住宅","大寨路","高档小区 品质装修  莱安逸珲 卡布奇诺公馆2室精装 随时看"
"86平米","2室1厅1卫","精装修","面议","2500元/月","33/34","未央","首创国际城","朝南","整租","普通住宅","北苑","首创国际城 2室1厅 86平"
"92平米","3室2厅1卫","精装修","年付","2700元/月","8/33","未央","天朗御湖","南北","整租","普通住宅","张家堡","北郊品质小区 天朗御湖三室精装全配出租 环境优雅 随时看房"
"125平米","3室2厅2卫","精装修","半年付","3500元/月","10/18","雁塔","金泰假日花城","南北","整租","普通住宅","电子城","金泰假日花城 精装 三室 南北通透 拎包入住"
"102平米","2室2厅1卫","精装修","半年付押1","3500元/月","23/26","莲湖","公园天下","朝南","整租","普通住宅","丰庆公园","公园天下 精装两室 家具家电齐全 高楼层 采光好 看房方便"
"90平米","2室2厅1卫","毛坯","半年付","1700元/月","7/30","长安","茅坡新城","朝南","整租","普通住宅","郭杜","茅坡新城    纯南两室   采光好房   出租1700！"
"78平米","2室2厅1卫","精装修","半年付","2200元/月","15/25","雁塔","龙湖紫都城","朝南","整租","普通住宅","曲江大道","曲江一小龙湖紫都城 租到就是赚到 2室精装全配 拎包入住"
"56平米","2室1厅1卫","精装修","付3押1","2200元/月","25/32","雁塔","融尚第10区","东北","整租","普通住宅","明德门","拎包入住，精装全配.交通生活便利，地铁口附近.随时入住"
"55平米","1室2厅1卫","简单装修","半年付","1600元/月","1/23","莲湖","友谊花园","朝东","整租","普通住宅","土门","土门市场附近，友谊花园，1室2厅，1楼双气，交通便利"
"70平米","2室2厅1卫","精装修","付3押1","2100元/月","19/33","雁塔","华城泊郡","朝南","整租","普通住宅","雁环中路","好房来袭 城南电视塔 地铁口 高档社区 精装温馨2室 拎包住"
